datetime,open,high,low,close,tick_volume,spread,real_volume,volume
2024-01-02 20:00:00,2060.93,2061.62,2060.53,2060.88,664,0,0,664
2024-01-02 20:15:00,2060.88,2061.46,2059.5,2059.7,808,1,0,808
2024-01-02 20:30:00,2059.7,2060.25,2058.96,2059.03,1143,0,0,1143
2024-01-02 20:45:00,2059.03,2059.34,2057.99,2058.19,1059,0,0,1059
2024-01-02 21:00:00,2058.21,2059.01,2058.07,2058.87,541,1,0,541
2024-01-02 21:15:00,2058.87,2059.09,2058.37,2058.51,356,2,0,356
2024-01-02 21:30:00,2058.51,2058.96,2058.51,2058.54,330,0,0,330
2024-01-02 21:45:00,2058.54,2059.26,2058.47,2058.76,331,5,0,331
2024-01-02 23:00:00,2058.45,2059.34,2058.41,2058.97,327,9,0,327
2024-01-02 23:15:00,2058.97,2059.47,2058.78,2059.33,207,4,0,207
2024-01-02 23:30:00,2059.33,2059.6,2058.77,2059.44,364,1,0,364
2024-01-02 23:45:00,2059.44,2060.14,2059.17,2059.6,652,1,0,652
2024-01-03 00:00:00,2059.63,2061.01,2059.26,2060.99,548,1,0,548
2024-01-03 00:15:00,2060.99,2062.12,2060.38,2062.09,659,2,0,659
2024-01-03 00:30:00,2062.11,2062.11,2060.01,2060.37,1039,0,0,1039
2024-01-03 00:45:00,2060.37,2060.84,2060.07,2060.19,516,3,0,516
2024-01-03 01:00:00,2060.19,2062.21,2060.1,2062.15,1152,3,0,1152
2024-01-03 01:15:00,2062.15,2062.15,2059.56,2061.22,1377,1,0,1377
2024-01-03 01:30:00,2061.22,2062.09,2061.0,2061.37,1375,0,0,1375
2024-01-03 01:45:00,2061.37,2062.57,2061.18,2062.5,1012,0,0,1012
2024-01-03 02:00:00,2062.49,2064.08,2061.6,2064.08,860,3,0,860
2024-01-03 02:15:00,2064.09,2064.46,2062.75,2064.1,1082,0,0,1082
2024-01-03 02:30:00,2064.09,2065.17,2063.3,2064.63,921,1,0,921
2024-01-03 02:45:00,2064.63,2065.17,2064.0,2064.69,863,0,0,863
2024-01-03 03:00:00,2064.69,2065.62,2063.6,2063.7,1009,0,0,1009
2024-01-03 03:15:00,2063.7,2064.02,2063.34,2063.67,858,2,0,858
2024-01-03 03:30:00,2063.67,2065.22,2063.45,2065.1,525,5,0,525
2024-01-03 03:45:00,2065.1,2065.36,2064.53,2065.1,518,3,0,518
2024-01-03 04:00:00,2065.1,2065.1,2064.45,2064.79,452,0,0,452
2024-01-03 04:15:00,2064.79,2065.16,2064.67,2065.14,298,5,0,298
2024-01-03 04:30:00,2065.14,2065.56,2064.86,2065.02,401,4,0,401
2024-01-03 04:45:00,2065.02,2065.12,2064.52,2064.85,293,2,0,293
2024-01-03 05:00:00,2064.85,2064.85,2063.66,2063.82,556,0,0,556
2024-01-03 05:15:00,2063.82,2064.3,2063.48,2063.53,475,6,0,475
2024-01-03 05:30:00,2063.53,2066.04,2063.53,2065.0,927,0,0,927
2024-01-03 05:45:00,2065.0,2065.03,2063.84,2064.12,830,0,0,830
2024-01-03 06:00:00,2064.12,2065.45,2063.67,2065.23,913,0,0,913
2024-01-03 06:15:00,2065.23,2065.34,2063.47,2064.66,835,3,0,835
2024-01-03 06:30:00,2064.66,2064.9,2064.23,2064.24,580,2,0,580
2024-01-03 06:45:00,2064.22,2065.1,2063.7,2064.25,968,3,0,968
2024-01-03 07:00:00,2064.25,2064.27,2062.1,2062.29,1179,0,0,1179
2024-01-03 07:15:00,2062.28,2062.53,2060.85,2061.46,1493,0,0,1493
2024-01-03 07:30:00,2061.47,2063.43,2061.04,2063.42,1650,0,0,1650
2024-01-03 07:45:00,2063.42,2063.84,2062.65,2062.98,1267,0,0,1267
2024-01-03 08:00:00,2062.98,2064.39,2062.45,2063.73,1867,0,0,1867
2024-01-03 08:15:00,2063.73,2063.75,2058.86,2060.72,1847,0,0,1847
2024-01-03 08:30:00,2060.73,2061.7,2059.91,2061.66,2472,0,0,2472
2024-01-03 08:45:00,2061.66,2061.73,2059.42,2060.1,2365,0,0,2365
2024-01-03 09:00:00,2060.11,2060.62,2057.96,2058.34,2212,0,0,2212
2024-01-03 09:15:00,2058.34,2059.23,2057.89,2058.82,1808,0,0,1808
2024-01-03 09:30:00,2058.82,2059.15,2054.32,2055.01,1945,0,0,1945
2024-01-03 09:45:00,2055.02,2056.99,2055.02,2056.84,1768,0,0,1768
2024-01-03 10:00:00,2056.84,2057.31,2055.53,2055.74,1374,0,0,1374
2024-01-03 10:15:00,2055.74,2055.77,2052.68,2053.04,1539,0,0,1539
2024-01-03 10:30:00,2053.04,2055.48,2053.04,2054.78,1717,0,0,1717
2024-01-03 10:45:00,2054.78,2055.95,2054.31,2054.94,1155,0,0,1155
2024-01-03 11:00:00,2054.94,2055.68,2052.31,2053.15,1382,0,0,1382
2024-01-03 11:15:00,2053.18,2053.72,2051.57,2052.35,1353,0,0,1353
2024-01-03 11:30:00,2052.35,2052.37,2047.72,2049.16,2191,0,0,2191
2024-01-03 11:45:00,2049.16,2050.05,2046.71,2047.59,1953,0,0,1953
2024-01-03 12:00:00,2047.59,2048.15,2043.06,2045.49,2801,0,0,2801
2024-01-03 12:15:00,2045.47,2046.3,2041.83,2043.56,2496,0,0,2496
2024-01-03 12:30:00,2043.54,2046.28,2042.08,2046.07,2568,0,0,2568
2024-01-03 12:45:00,2046.07,2048.36,2045.36,2045.7,2588,0,0,2588
2024-01-03 13:00:00,2045.71,2048.03,2044.96,2045.35,3368,0,0,3368
2024-01-03 13:15:00,2045.35,2046.39,2041.43,2042.78,3383,0,0,3383
2024-01-03 13:30:00,2042.78,2045.03,2041.48,2041.94,3940,0,0,3940
2024-01-03 13:45:00,2041.97,2041.97,2038.74,2041.04,3551,0,0,3551
2024-01-03 14:00:00,2041.04,2042.35,2036.46,2037.3,3682,0,0,3682
2024-01-03 14:15:00,2037.3,2037.65,2034.49,2037.12,3879,0,0,3879
2024-01-03 14:30:00,2037.12,2037.25,2031.78,2035.13,5016,0,0,5016
2024-01-03 14:45:00,2035.13,2039.71,2034.41,2037.84,3817,0,0,3817
2024-01-03 15:00:00,2037.84,2048.77,2037.8,2040.64,7013,0,0,7013
2024-01-03 15:15:00,2040.65,2040.78,2035.53,2037.43,4822,0,0,4822
2024-01-03 15:30:00,2037.41,2039.02,2032.16,2033.95,4700,0,0,4700
2024-01-03 15:45:00,2033.95,2035.21,2031.89,2032.59,4433,0,0,4433
2024-01-03 16:00:00,2032.59,2036.07,2031.35,2033.77,4448,0,0,4448
2024-01-03 16:15:00,2033.76,2035.68,2033.48,2034.1,3395,0,0,3395
2024-01-03 16:30:00,2034.07,2034.72,2032.62,2032.89,3518,0,0,3518
2024-01-03 16:45:00,2032.89,2033.09,2031.44,2032.44,2566,0,0,2566
2024-01-03 17:00:00,2032.44,2033.36,2031.01,2033.3,2702,0,0,2702
2024-01-03 17:15:00,2033.27,2033.76,2032.06,2032.77,2467,0,0,2467
2024-01-03 17:30:00,2032.77,2032.92,2030.68,2032.13,1882,0,0,1882
2024-01-03 17:45:00,2032.14,2033.43,2031.09,2033.37,2024,0,0,2024
2024-01-03 18:00:00,2033.38,2035.1,2032.96,2032.96,2432,0,0,2432
2024-01-03 18:15:00,2032.96,2035.24,2032.92,2034.96,1746,0,0,1746
2024-01-03 18:30:00,2035.04,2035.42,2034.04,2035.33,1334,2,0,1334
2024-01-03 18:45:00,2035.33,2036.34,2035.05,2035.81,1518,0,0,1518
2024-01-03 19:00:00,2035.81,2037.79,2030.63,2031.19,4614,0,0,4614
2024-01-03 19:15:00,2031.19,2039.23,2031.19,2038.76,3744,0,0,3744
2024-01-03 19:30:00,2038.76,2042.35,2036.28,2038.05,3686,0,0,3686
2024-01-03 19:45:00,2038.05,2038.49,2034.84,2036.69,2660,0,0,2660
2024-01-03 20:00:00,2036.69,2039.5,2036.52,2039.44,2405,0,0,2405
2024-01-03 20:15:00,2039.44,2042.15,2039.29,2041.15,2104,0,0,2104
2024-01-03 20:30:00,2041.16,2042.0,2040.75,2041.4,1534,0,0,1534
2024-01-03 20:45:00,2041.4,2042.34,2040.76,2041.03,1809,0,0,1809
2024-01-03 21:00:00,2041.13,2041.79,2040.33,2040.68,607,0,0,607
2024-01-03 21:15:00,2040.68,2041.79,2040.41,2041.47,340,0,0,340
2024-01-03 21:30:00,2041.47,2041.61,2040.69,2041.13,382,0,0,382
2024-01-03 21:45:00,2041.13,2041.7,2040.86,2041.03,343,4,0,343
2024-01-03 23:00:00,2040.48,2043.12,2039.88,2042.88,548,0,0,548
2024-01-03 23:15:00,2042.88,2043.05,2042.22,2042.57,310,0,0,310
2024-01-03 23:30:00,2042.57,2043.61,2042.37,2043.43,351,0,0,351
2024-01-03 23:45:00,2043.43,2043.91,2042.91,2042.98,775,4,0,775
2024-01-04 00:00:00,2042.98,2043.16,2042.21,2042.8,750,4,0,750
2024-01-04 00:15:00,2042.8,2043.2,2042.72,2042.99,472,6,0,472
2024-01-04 00:30:00,2042.99,2042.99,2042.11,2042.36,581,4,0,581
2024-01-04 00:45:00,2042.38,2042.79,2041.61,2042.14,753,1,0,753
2024-01-04 01:00:00,2042.14,2042.79,2041.61,2042.15,1078,0,0,1078
2024-01-04 01:15:00,2042.13,2043.29,2040.72,2041.11,1450,1,0,1450
2024-01-04 01:30:00,2041.11,2041.39,2040.13,2040.77,1290,0,0,1290
2024-01-04 01:45:00,2040.77,2042.37,2040.61,2042.24,1339,0,0,1339
2024-01-04 02:00:00,2042.24,2044.08,2042.22,2043.89,1426,0,0,1426
2024-01-04 02:15:00,2043.89,2044.63,2043.38,2044.19,1080,1,0,1080
2024-01-04 02:30:00,2044.2,2044.29,2042.59,2043.11,1050,0,0,1050
2024-01-04 02:45:00,2043.11,2044.74,2042.7,2044.63,874,0,0,874
2024-01-04 03:00:00,2044.63,2045.58,2044.09,2045.38,781,0,0,781
2024-01-04 03:15:00,2045.38,2046.6,2045.24,2046.44,742,0,0,742
2024-01-04 03:30:00,2046.44,2046.91,2045.8,2045.85,884,1,0,884
2024-01-04 03:45:00,2045.85,2046.36,2044.56,2044.61,588,3,0,588
2024-01-04 04:00:00,2044.61,2044.63,2042.68,2043.47,882,0,0,882
2024-01-04 04:15:00,2043.47,2043.95,2042.42,2043.23,641,0,0,641
2024-01-04 04:30:00,2043.23,2044.65,2043.23,2044.41,404,0,0,404
2024-01-04 04:45:00,2044.41,2044.43,2042.68,2043.07,578,0,0,578
2024-01-04 05:00:00,2043.09,2043.46,2042.51,2043.3,542,1,0,542
2024-01-04 05:15:00,2043.3,2043.82,2043.25,2043.48,363,2,0,363
2024-01-04 05:30:00,2043.49,2044.33,2042.43,2043.48,1032,0,0,1032
2024-01-04 05:45:00,2043.48,2044.2,2043.31,2043.77,665,0,0,665
2024-01-04 06:00:00,2043.77,2045.17,2043.66,2045.16,863,0,0,863
2024-01-04 06:15:00,2045.16,2048.69,2044.91,2047.11,1628,0,0,1628
2024-01-04 06:30:00,2046.96,2047.97,2045.93,2045.93,1670,0,0,1670
2024-01-04 06:45:00,2045.93,2047.75,2045.24,2047.27,1016,0,0,1016
2024-01-04 07:00:00,2047.25,2048.55,2046.93,2047.74,1460,0,0,1460
2024-01-04 07:15:00,2047.79,2048.7,2046.53,2048.28,1265,0,0,1265
2024-01-04 07:30:00,2048.29,2049.55,2046.68,2049.37,1976,0,0,1976
2024-01-04 07:45:00,2049.35,2049.49,2047.19,2047.69,1204,0,0,1204
2024-01-04 08:00:00,2047.69,2048.66,2046.74,2047.77,1699,0,0,1699
2024-01-04 08:15:00,2047.78,2048.51,2046.96,2047.42,1420,0,0,1420
2024-01-04 08:30:00,2047.43,2047.61,2045.45,2045.92,1644,0,0,1644
2024-01-04 08:45:00,2045.92,2047.54,2045.44,2046.79,1677,0,0,1677
2024-01-04 09:00:00,2046.79,2048.42,2046.35,2048.17,1757,0,0,1757
2024-01-04 09:15:00,2048.17,2048.84,2046.32,2047.17,1572,0,0,1572
2024-01-04 09:30:00,2047.19,2050.98,2047.17,2049.94,1903,0,0,1903
2024-01-04 09:45:00,2049.94,2050.4,2047.68,2048.0,1679,0,0,1679
2024-01-04 10:00:00,2048.0,2048.95,2046.87,2048.31,1684,0,0,1684
2024-01-04 10:15:00,2048.31,2050.89,2048.22,2049.34,1318,0,0,1318
2024-01-04 10:30:00,2049.34,2049.67,2047.97,2048.21,1455,0,0,1455
2024-01-04 10:45:00,2048.21,2048.51,2046.66,2047.99,1787,0,0,1787
2024-01-04 11:00:00,2047.99,2048.34,2047.08,2047.83,1544,0,0,1544
2024-01-04 11:15:00,2047.8,2048.43,2047.5,2047.74,1631,0,0,1631
2024-01-04 11:30:00,2047.74,2048.25,2047.0,2047.23,1358,0,0,1358
2024-01-04 11:45:00,2047.23,2047.76,2044.93,2045.16,1542,0,0,1542
2024-01-04 12:00:00,2045.16,2045.59,2043.35,2044.94,1897,0,0,1897
2024-01-04 12:15:00,2044.94,2045.92,2043.95,2045.44,1203,0,0,1203
2024-01-04 12:30:00,2045.44,2046.16,2044.75,2046.15,1235,0,0,1235
2024-01-04 12:45:00,2046.15,2046.25,2045.33,2045.99,1074,0,0,1074
2024-01-04 13:00:00,2045.99,2047.26,2045.39,2046.54,2153,0,0,2153
2024-01-04 13:15:00,2046.45,2046.45,2042.52,2045.04,3565,0,0,3565
2024-01-04 13:30:00,2044.88,2044.88,2038.88,2039.41,4075,0,0,4075
2024-01-04 13:45:00,2039.41,2042.11,2039.2,2040.23,2753,0,0,2753
2024-01-04 14:00:00,2040.24,2040.65,2037.4,2040.42,2549,0,0,2549
2024-01-04 14:15:00,2040.42,2042.59,2040.09,2040.38,2249,0,0,2249
2024-01-04 14:30:00,2040.38,2040.87,2038.92,2040.0,2845,0,0,2845
2024-01-04 14:45:00,2040.0,2040.49,2036.26,2039.37,3733,0,0,3733
2024-01-04 15:00:00,2039.37,2045.31,2039.14,2045.21,4362,0,0,4362
2024-01-04 15:15:00,2045.21,2047.24,2042.79,2046.96,3687,0,0,3687
2024-01-04 15:30:00,2046.96,2047.75,2044.62,2044.68,3306,0,0,3306
2024-01-04 15:45:00,2044.67,2045.45,2043.51,2045.15,2845,0,0,2845
2024-01-04 16:00:00,2045.15,2046.79,2044.32,2045.18,2225,0,0,2225
2024-01-04 16:15:00,2045.18,2046.16,2044.15,2045.19,2272,0,0,2272
2024-01-04 16:30:00,2045.19,2046.64,2044.64,2045.61,2165,0,0,2165
2024-01-04 16:45:00,2045.61,2046.06,2044.39,2044.76,1886,0,0,1886
2024-01-04 17:00:00,2044.76,2045.05,2043.24,2043.64,1537,0,0,1537
2024-01-04 17:15:00,2043.64,2043.75,2041.54,2041.75,1877,0,0,1877
2024-01-04 17:30:00,2041.75,2043.62,2040.88,2043.5,1522,0,0,1522
2024-01-04 17:45:00,2043.5,2044.33,2042.65,2043.26,1819,1,0,1819
2024-01-04 18:00:00,2043.26,2044.05,2041.89,2042.47,1419,0,0,1419
2024-01-04 18:15:00,2042.47,2043.04,2041.58,2042.52,1477,0,0,1477
2024-01-04 18:30:00,2042.52,2043.59,2042.14,2042.89,1592,0,0,1592
2024-01-04 18:45:00,2042.89,2043.39,2042.11,2043.19,1006,0,0,1006
2024-01-04 19:00:00,2043.19,2044.14,2042.84,2042.96,1039,0,0,1039
2024-01-04 19:15:00,2042.96,2043.27,2042.51,2042.86,969,3,0,969
2024-01-04 19:30:00,2042.85,2043.16,2042.49,2043.06,601,4,0,601
2024-01-04 19:45:00,2043.06,2044.89,2043.02,2044.42,1088,1,0,1088
2024-01-04 20:00:00,2044.42,2044.78,2044.08,2044.75,721,0,0,721
2024-01-04 20:15:00,2044.75,2044.76,2043.69,2044.5,829,1,0,829
2024-01-04 20:30:00,2044.5,2044.87,2044.09,2044.35,860,0,0,860
2024-01-04 20:45:00,2044.35,2044.55,2043.11,2043.12,855,4,0,855
2024-01-04 21:00:00,2043.12,2044.36,2043.12,2043.31,442,5,0,442
2024-01-04 21:15:00,2043.33,2043.54,2043.21,2043.28,313,6,0,313
2024-01-04 21:30:00,2043.28,2043.39,2043.2,2043.39,136,1,0,136
2024-01-04 21:45:00,2043.39,2043.88,2042.97,2042.98,268,3,0,268
2024-01-04 23:00:00,2043.72,2044.56,2042.86,2044.52,299,7,0,299
2024-01-04 23:15:00,2044.52,2044.73,2042.85,2043.02,576,4,0,576
2024-01-04 23:30:00,2043.02,2043.8,2042.79,2043.78,432,6,0,432
2024-01-04 23:45:00,2043.78,2044.67,2043.07,2044.22,663,2,0,663
2024-01-05 00:00:00,2044.22,2044.25,2043.28,2043.86,730,0,0,730
2024-01-05 00:15:00,2043.86,2044.29,2043.53,2043.92,524,3,0,524
2024-01-05 00:30:00,2043.92,2044.43,2043.58,2044.38,521,1,0,521
2024-01-05 00:45:00,2044.38,2044.71,2043.97,2044.33,782,1,0,782
2024-01-05 01:00:00,2044.33,2047.54,2044.06,2047.09,1545,1,0,1545
2024-01-05 01:15:00,2047.09,2048.28,2045.99,2046.34,1725,1,0,1725
2024-01-05 01:30:00,2046.34,2047.46,2045.47,2047.19,1478,0,0,1478
2024-01-05 01:45:00,2047.19,2047.64,2045.88,2046.16,948,3,0,948
2024-01-05 02:00:00,2046.16,2047.44,2045.68,2046.63,997,3,0,997
2024-01-05 02:15:00,2046.63,2047.87,2046.51,2047.4,536,0,0,536
2024-01-05 02:30:00,2047.4,2047.4,2045.9,2046.38,866,1,0,866
2024-01-05 02:45:00,2046.38,2047.07,2046.01,2046.17,612,2,0,612
2024-01-05 03:00:00,2046.17,2046.44,2044.76,2045.27,944,0,0,944
2024-01-05 03:15:00,2045.27,2046.05,2045.02,2045.53,928,0,0,928
2024-01-05 03:30:00,2045.53,2045.94,2045.16,2045.33,543,3,0,543
2024-01-05 03:45:00,2045.33,2045.58,2044.98,2045.39,512,3,0,512
2024-01-05 04:00:00,2045.39,2045.63,2044.52,2044.86,450,5,0,450
2024-01-05 04:15:00,2044.86,2046.44,2044.59,2046.13,540,1,0,540
2024-01-05 04:30:00,2046.13,2046.29,2045.28,2045.3,512,4,0,512
2024-01-05 04:45:00,2045.3,2045.42,2044.57,2044.62,395,0,0,395
2024-01-05 05:00:00,2044.62,2044.84,2043.16,2043.81,617,5,0,617
2024-01-05 05:15:00,2043.81,2044.27,2043.7,2044.27,625,6,0,625
2024-01-05 05:30:00,2044.27,2045.22,2044.01,2044.86,691,3,0,691
2024-01-05 05:45:00,2044.86,2044.97,2043.92,2044.5,857,4,0,857
2024-01-05 06:00:00,2044.52,2045.11,2044.08,2044.43,960,6,0,960
2024-01-05 06:15:00,2044.43,2044.47,2042.1,2042.62,1180,0,0,1180
2024-01-05 06:30:00,2042.6,2042.62,2040.87,2041.32,1198,0,0,1198
2024-01-05 06:45:00,2041.32,2042.77,2040.96,2042.48,1201,0,0,1201
2024-01-05 07:00:00,2042.48,2045.42,2042.06,2045.18,1454,0,0,1454
2024-01-05 07:15:00,2045.18,2047.02,2044.6,2044.76,1721,0,0,1721
2024-01-05 07:30:00,2044.76,2045.19,2043.33,2043.65,1372,0,0,1372
2024-01-05 07:45:00,2043.64,2044.7,2043.07,2043.16,1445,2,0,1445
2024-01-05 08:00:00,2043.16,2044.46,2042.25,2042.84,2153,0,0,2153
2024-01-05 08:15:00,2042.84,2043.51,2041.94,2042.86,1569,0,0,1569
2024-01-05 08:30:00,2042.86,2042.98,2041.4,2042.14,1420,0,0,1420
2024-01-05 08:45:00,2042.14,2043.22,2041.74,2042.46,1228,0,0,1228
2024-01-05 09:00:00,2042.46,2043.79,2041.79,2042.74,1404,0,0,1404
2024-01-05 09:15:00,2042.74,2043.21,2042.04,2042.21,1419,0,0,1419
2024-01-05 09:30:00,2042.21,2042.58,2041.1,2041.24,1554,0,0,1554
2024-01-05 09:45:00,2041.24,2041.39,2038.46,2038.89,1331,0,0,1331
2024-01-05 10:00:00,2038.85,2039.25,2037.42,2038.35,1574,1,0,1574
2024-01-05 10:15:00,2038.35,2038.5,2037.39,2037.75,1348,0,0,1348
2024-01-05 10:30:00,2037.75,2038.54,2037.61,2038.38,1165,0,0,1165
2024-01-05 10:45:00,2038.38,2040.31,2038.26,2040.04,1110,0,0,1110
2024-01-05 11:00:00,2040.04,2040.35,2038.55,2038.68,814,0,0,814
2024-01-05 11:15:00,2038.68,2038.79,2037.14,2037.68,1023,0,0,1023
2024-01-05 11:30:00,2037.68,2039.13,2037.58,2038.2,948,0,0,948
2024-01-05 11:45:00,2038.2,2039.39,2038.01,2039.23,836,0,0,836
2024-01-05 12:00:00,2039.23,2040.76,2038.74,2039.85,1145,0,0,1145
2024-01-05 12:15:00,2039.85,2039.93,2038.47,2038.84,1021,0,0,1021
2024-01-05 12:30:00,2038.83,2040.66,2038.79,2040.09,947,0,0,947
2024-01-05 12:45:00,2040.09,2041.03,2039.96,2040.21,1150,0,0,1150
2024-01-05 13:00:00,2040.25,2041.56,2039.48,2040.95,2820,0,0,2820
2024-01-05 13:15:00,2040.95,2041.8,2039.17,2039.27,2542,0,0,2542
2024-01-05 13:30:00,2039.0,2039.0,2024.45,2033.99,8859,0,0,8859
2024-01-05 13:45:00,2033.9,2041.99,2029.96,2040.0,7601,0,0,7601
2024-01-05 14:00:00,2039.98,2046.23,2038.75,2039.75,6469,0,0,6469
2024-01-05 14:15:00,2039.74,2048.68,2039.6,2046.89,5302,0,0,5302
2024-01-05 14:30:00,2046.9,2049.28,2041.71,2044.59,6097,0,0,6097
2024-01-05 14:45:00,2044.5,2048.03,2044.19,2047.01,4695,0,0,4695
2024-01-05 15:00:00,2047.05,2063.39,2047.05,2060.09,8973,0,0,8973
2024-01-05 15:15:00,2060.18,2063.99,2057.6,2059.74,6912,0,0,6912
2024-01-05 15:30:00,2059.73,2062.84,2058.29,2060.67,5937,0,0,5937
2024-01-05 15:45:00,2060.67,2061.3,2054.43,2054.84,4153,0,0,4153
2024-01-05 16:00:00,2054.84,2056.29,2052.05,2055.78,4130,0,0,4130
2024-01-05 16:15:00,2055.81,2056.25,2049.89,2050.51,3989,0,0,3989
2024-01-05 16:30:00,2050.51,2051.96,2050.19,2050.35,2688,0,0,2688
2024-01-05 16:45:00,2050.35,2051.04,2044.15,2045.11,3791,0,0,3791
2024-01-05 17:00:00,2045.11,2045.3,2041.01,2043.59,3732,0,0,3732
2024-01-05 17:15:00,2043.59,2045.46,2041.02,2041.54,3018,0,0,3018
2024-01-05 17:30:00,2041.54,2043.36,2040.47,2042.35,3480,0,0,3480
2024-01-05 17:45:00,2042.37,2043.68,2041.2,2042.01,2714,0,0,2714
2024-01-05 18:00:00,2042.01,2042.48,2040.52,2041.68,2779,0,0,2779
2024-01-05 18:15:00,2041.68,2043.63,2041.23,2043.25,2671,0,0,2671
2024-01-05 18:30:00,2043.19,2046.13,2043.06,2045.38,2346,0,0,2346
2024-01-05 18:45:00,2045.38,2048.51,2045.27,2048.17,1840,0,0,1840
2024-01-05 19:00:00,2048.17,2050.39,2048.12,2049.22,1781,0,0,1781
2024-01-05 19:15:00,2049.22,2049.44,2047.27,2047.47,1778,0,0,1778
2024-01-05 19:30:00,2047.47,2048.36,2046.43,2046.62,1685,0,0,1685
2024-01-05 19:45:00,2046.62,2046.71,2044.97,2045.73,1780,0,0,1780
2024-01-05 20:00:00,2045.73,2045.79,2043.88,2044.68,1620,0,0,1620
2024-01-05 20:15:00,2044.68,2044.91,2043.77,2044.2,1413,0,0,1413
2024-01-05 20:30:00,2044.2,2044.49,2042.89,2043.72,1220,0,0,1220
2024-01-05 20:45:00,2043.72,2044.91,2043.64,2043.64,994,2,0,994
2024-01-05 21:00:00,2043.64,2044.71,2043.64,2044.46,527,0,0,527
2024-01-05 21:15:00,2044.5,2044.92,2044.19,2044.82,407,4,0,407
2024-01-05 21:30:00,2044.82,2044.98,2043.96,2044.97,327,1,0,327
2024-01-07 23:00:00,2044.57,2045.73,2044.46,2045.09,472,0,0,472
2024-01-07 23:15:00,2045.09,2045.64,2044.24,2044.44,423,0,0,423
2024-01-07 23:30:00,2044.44,2044.73,2043.06,2044.19,593,0,0,593
2024-01-07 23:45:00,2044.19,2044.41,2043.03,2044.26,439,0,0,439
2024-01-08 00:00:00,2044.29,2045.18,2043.76,2045.02,514,6,0,514
2024-01-08 00:15:00,2045.02,2045.99,2045.01,2045.91,577,3,0,577
2024-01-08 00:30:00,2045.87,2046.31,2045.46,2046.05,335,0,0,335
2024-01-08 00:45:00,2046.05,2046.29,2045.52,2045.97,522,7,0,522
2024-01-08 01:00:00,2045.97,2046.47,2044.55,2045.39,1163,3,0,1163
2024-01-08 01:15:00,2045.39,2046.59,2044.96,2045.92,1118,0,0,1118
2024-01-08 01:30:00,2045.92,2045.93,2043.5,2043.71,1275,0,0,1275
2024-01-08 01:45:00,2043.71,2044.51,2042.88,2043.78,1157,0,0,1157
2024-01-08 02:00:00,2043.78,2043.8,2041.74,2042.96,1505,0,0,1505
2024-01-08 02:15:00,2042.96,2043.37,2042.22,2042.49,849,0,0,849
2024-01-08 02:30:00,2042.49,2043.5,2042.25,2043.03,853,0,0,853
2024-01-08 02:45:00,2043.03,2043.11,2041.23,2041.28,1028,2,0,1028
2024-01-08 03:00:00,2041.28,2041.47,2039.46,2040.33,1231,0,0,1231
2024-01-08 03:15:00,2040.33,2041.14,2039.78,2040.06,689,4,0,689
2024-01-08 03:30:00,2040.06,2040.28,2035.5,2037.52,1090,0,0,1090
2024-01-08 03:45:00,2037.52,2038.16,2035.04,2036.08,1239,0,0,1239
2024-01-08 04:00:00,2036.08,2037.62,2035.64,2036.03,1002,0,0,1002
2024-01-08 04:15:00,2036.03,2037.24,2035.9,2036.93,758,1,0,758
2024-01-08 04:30:00,2036.93,2036.93,2035.92,2035.98,525,2,0,525
2024-01-08 04:45:00,2035.98,2036.36,2035.63,2035.78,582,5,0,582
2024-01-08 05:00:00,2035.78,2036.11,2034.58,2034.82,1152,0,0,1152
2024-01-08 05:15:00,2034.82,2035.84,2034.66,2034.98,568,0,0,568
2024-01-08 05:30:00,2034.98,2035.21,2027.01,2029.43,2371,0,0,2371
2024-01-08 05:45:00,2029.43,2030.88,2028.59,2030.75,1106,0,0,1106
2024-01-08 06:00:00,2030.75,2032.59,2030.35,2032.1,1370,3,0,1370
2024-01-08 06:15:00,2032.11,2032.62,2030.51,2031.92,990,0,0,990
2024-01-08 06:30:00,2031.92,2033.18,2031.26,2032.85,1063,0,0,1063
2024-01-08 06:45:00,2032.85,2033.33,2032.5,2032.97,1071,1,0,1071
2024-01-08 07:00:00,2032.97,2033.2,2031.36,2032.61,1431,0,0,1431
2024-01-08 07:15:00,2032.61,2033.17,2028.64,2030.24,1534,0,0,1534
2024-01-08 07:30:00,2030.24,2031.28,2028.97,2030.8,1834,0,0,1834
2024-01-08 07:45:00,2030.8,2032.93,2030.79,2031.42,1752,0,0,1752
2024-01-08 08:00:00,2031.42,2031.82,2027.83,2028.88,2391,0,0,2391
2024-01-08 08:15:00,2028.88,2030.05,2028.5,2029.34,2115,0,0,2115
2024-01-08 08:30:00,2029.35,2030.72,2027.69,2028.39,2549,0,0,2549
2024-01-08 08:45:00,2028.39,2028.97,2027.34,2028.29,1823,0,0,1823
2024-01-08 09:00:00,2028.29,2030.17,2027.72,2028.09,1934,0,0,1934
2024-01-08 09:15:00,2028.09,2028.5,2026.55,2028.26,1632,0,0,1632
2024-01-08 09:30:00,2028.26,2029.61,2027.43,2029.61,1670,0,0,1670
2024-01-08 09:45:00,2029.61,2031.75,2028.98,2029.1,2170,0,0,2170
2024-01-08 10:00:00,2029.1,2029.48,2028.11,2028.88,1486,0,0,1486
2024-01-08 10:15:00,2028.88,2029.56,2027.6,2028.18,1374,0,0,1374
2024-01-08 10:30:00,2028.11,2028.58,2026.99,2027.39,1474,0,0,1474
